sha,subject,entry_tool,language,sdk_exact,sdk_tag,dialect_bucket,excluded,run_lines,applicable,reason,output_mode,any_run_line_applicable,driver_argv,first_run_line
acbc74635c948e5eb6c3b6912aedaef106845762,[MooreToCore][Transforms] Fix always_comb lowering for string-typed signals (#10769),circt-opt,mlir,True,firtool-1.151.0,MooreToCore,,2,False,pipeline_not_hw_terminal,,False,circt-opt /artefacts/probe/input.mlir --convert-moore-to-core,circt-opt %s --convert-moore-to-core --verify-diagnostics | FileCheck %s
0da0bde468335998c3325e369398c2de330079e7,[Comb] Fix O(NM) extract-of-concat resolution (#10733),other,mlir,True,firtool-1.151.0,Comb,no_run_line,0,False,no_run_line,,False,,
0fbfd5858034b3c4e21a0b592de65aa47636e0ea,[FIRRTL][Inliner] Fix n^2/crash when cloning anno to multiple tops. (#10721),circt-opt,mlir,True,firtool-1.151.0,FIRRTL,,1,False,pipeline_not_hw_terminal,,False,circt-opt '--pass-pipeline=builtin.module(firrtl.circuit(firrtl-inliner))' -allow-unregistered-dialect /artefacts/probe/input.mlir,circt-opt --pass-pipeline='builtin.module(firrtl.circuit(firrtl-inliner))' -allow-unregistered-dialect %s | FileCheck %s
23abfba6006b9581a537632ab31f162f0213d3dd,[DCToHW] Fix invalid ESI connections from Unpack(pack()) (#10649),circt-opt,mlir,True,firtool-1.150.0,DC,,2,True,,--lower-dc-to-hw,True,circt-opt --lower-dc-to-hw /artefacts/probe/input.mlir,circt-opt --lower-dc-to-hw %s | FileCheck %s
2aaa416d740d75af1344bf91912348971bbb084b,[FIRRTL] Fix when flattening with layerblocks domination issue (#10650),circt-opt,mlir,True,firtool-1.150.0,FIRRTL,,1,False,pipeline_not_hw_terminal,,False,circt-opt '--pass-pipeline=builtin.module(firrtl.circuit(any(firrtl-expand-whens)))' /artefacts/probe/input.mlir,circt-opt --pass-pipeline='builtin.module(firrtl.circuit(any(firrtl-expand-whens)))' %s | FileCheck %s
3f65acfd617bc2255c58bcb29b0097be81036f4f,[FIRRTLToHW] Fix firrtl enum lowering (#10648),circt-opt,mlir,True,firtool-1.150.0,FIRRTLToHW,,1,False,pipeline_not_hw_terminal,,False,circt-opt '-pass-pipeline=builtin.module(lower-firrtl-to-hw)' /artefacts/probe/input.mlir,"circt-opt -pass-pipeline=""builtin.module(lower-firrtl-to-hw)"" -verify-diagnostics %s --split-input-file | FileCheck %s"
97129392af7ad6078ab4e8c136b5e8d3fab4def2,[ImportVerilog] Fix bit-vector builtins rejecting packed non-integer types (#10615),circt-translate,sv,True,firtool-1.150.0,ImportVerilog,,2,False,entry_tool_not_hw_capable,,False,circt-translate --import-verilog /artefacts/probe/input.sv,circt-translate --import-verilog %s | FileCheck %s
ce945f02fde104d2e67d14abefff94dcf2ac04ac,[CombToSynth] Assertion failure in CompressorTree construction for comb.mul lowering (#10598),circt-opt,mlir,True,firtool-1.149.0,Datapath,,3,False,pipeline_not_hw_terminal,,False,"circt-opt /artefacts/probe/input.mlir '--pass-pipeline=builtin.module(hw.module(convert-comb-to-synth{additional-legal-ops=comb.xor,comb.or,comb.and,comb.mux},cse))'","circt-opt %s --pass-pipeline=""builtin.module(hw.module(convert-comb-to-synth{additional-legal-ops=comb.xor,comb.or,comb.and,comb.mux},cse))"" | FileCheck %s"
6a3a01e415231148984ea1cdefd69c943550b55b,[FIRRTL] InferDomains: Fix domain casting for constants,circt-opt,mlir,True,firtool-1.149.0,FIRRTL,,1,False,pipeline_not_hw_terminal,,False,circt-opt '-pass-pipeline=builtin.module(firrtl.circuit(firrtl-infer-domains{mode=infer-all}))' /artefacts/probe/input.mlir,circt-opt -pass-pipeline='builtin.module(firrtl.circuit(firrtl-infer-domains{mode=infer-all}))' %s | FileCheck %s
b645b96686fa7ced1ca2c7f7b3d24cb0a5340139,[LLHD] Fix incorrect mux generation in remove-control-flow (#10566),circt-opt,mlir,True,firtool-1.149.0,LLHD,,1,False,pipeline_not_hw_terminal,,False,circt-opt --llhd-remove-control-flow /artefacts/probe/input.mlir,circt-opt --llhd-remove-control-flow %s | FileCheck %s
38227a822425b5767f2406cd098ed2a0e2fc3c31,[Synth] Fix NPN input permutation mapping (#10543),other,mlir,True,firtool-1.149.0,TruthTable.cpp,,10,False,entry_tool_not_hw_capable,,False,other /artefacts/probe/input.mlir -o /artefacts/probe/input.mlir1.mlir,circt-synth %s -o %t1.mlir
4ed926c3c177e106c5f89483fc40bc33d18dd831,[OM] Fix IntegerShlOp evaluation to allow arbitrary bitwidth (#10533),circt-opt,mlir,True,firtool-1.148.0,OM,,4,False,pipeline_not_hw_terminal,,False,circt-opt --cse --canonicalize /artefacts/probe/input.mlir,circt-opt --cse --canonicalize %s | FileCheck %s
20309db8b2070331c2f028b348c09dc13ee5a462,"[FIRRTL] Fix mux fold bug, 1 const, 2 SSA values (#10529)",circt-opt,mlir,True,firtool-1.148.0,FIRRTL,,1,False,pipeline_not_hw_terminal,,False,circt-opt '-canonicalize=top-down=true region-simplify=aggressive' /artefacts/probe/input.mlir,circt-opt -canonicalize='top-down=true region-simplify=aggressive' %s | FileCheck %s
793d63912b430df1db99ab1a9a14d2df517c86f7,[ImportVerilog] Fix unpacked string array initialization with concatenation (#10511),circt-translate,sv,True,firtool-1.148.0,ImportVerilog,,2,False,entry_tool_not_hw_capable,,False,circt-translate --import-verilog /artefacts/probe/input.sv,circt-translate --import-verilog %s | FileCheck %s
be870d5d5d54f3463b341b6adda295dd19de9f8d,"Revert ""[ImportVerilog] Fix several bugs in the handling of arrays (#10444)"" (#10478)",circt-translate,sv,True,firtool-1.147.0,ImportVerilog,,2,False,entry_tool_not_hw_capable,,False,circt-translate --import-verilog /artefacts/probe/input.sv,circt-translate --import-verilog %s | FileCheck %s
3daad646aa920859204345e9527013f2413dd306,[ImportVerilog] Fix several bugs in the handling of arrays (#10444),circt-verilog,sv,True,firtool-1.147.0,ImportVerilog,,3,False,entry_tool_not_hw_capable,,False,circt-verilog --ir-moore /artefacts/probe/input.sv,circt-verilog --ir-moore %s | FileCheck %s
2cdbf0d17111489769d292ef95064ebbb27fa962,[LLHD] Run Mem2Reg per slot to fix cubic scaling (#10321),other,mlir,True,firtool-1.146.0,LLHD,,9,False,entry_tool_not_hw_capable,,False,other /artefacts/probe/input.mlir/mem2reg-scaling.py 10 '>' /artefacts/probe/input.mlir.1.mlir /artefacts/probe/input.mlir,%python %S/mem2reg-scaling.py   10 > %t.1.mlir
bcc1685cdd2043432b55c60f5eeffe5379255767,[LLHD] Run Mem2Reg per slot to fix cubic scaling (#10263),other,mlir,True,firtool-1.145.0,LLHD,,9,False,entry_tool_not_hw_capable,,False,other /artefacts/probe/input.mlir/mem2reg-scaling.py 10 '>' /artefacts/probe/input.mlir.1.mlir /artefacts/probe/input.mlir,%python %S/mem2reg-scaling.py   10 > %t.1.mlir
681992b3a872f25713b2778bc9f570fd973ac5e8,[SeqToSV] Fix illegal IR in clock-typed register (#10260),circt-opt,mlir,True,firtool-1.145.0,SeqToSV,,3,False,pipeline_not_hw_terminal,,False,circt-opt /artefacts/probe/input.mlir --lower-seq-to-sv,"circt-opt %s -verify-diagnostics --lower-seq-to-sv | FileCheck %s --check-prefixes=CHECK,COMMON,RANDOM"
6a2571d0a6c4778613e8353d997b19aa4f8df1e5,[Synth][FunctionalReduction] Fix a SSA cycle (#10137),circt-opt,mlir,True,firtool-1.145.0,Synth,,1,False,pipeline_not_hw_terminal,,False,circt-opt /artefacts/probe/input.mlir --synth-functional-reduction=test-transformation,circt-opt %s --synth-functional-reduction=test-transformation | FileCheck %s
02bb5593a1fc97cb1beba37764de896678a126e5,Replace array constants with map by block to fix constant defined outside of IsolatedAbove region (#10210),circt-opt,mlir,True,firtool-1.145.0,Synth,,1,False,pipeline_not_hw_terminal,,False,circt-opt /artefacts/probe/input.mlir --synth-lower-word-to-bits,circt-opt %s --synth-lower-word-to-bits | FileCheck %s
1ccf9cf310cbc3b0d9a6a8e4bf49766e05b999b6,[OM] Add property assert operation,circt-opt,mlir,True,firtool-1.145.0,OM,,1,False,pipeline_not_hw_terminal,,False,circt-opt /artefacts/probe/input.mlir --mlir-print-local-scope --mlir-print-debuginfo,circt-opt %s -verify-diagnostics --mlir-print-local-scope --mlir-print-debuginfo | circt-opt --mlir-print-local-scope --mlir-print-debuginfo -verify-diagnostics | FileCheck %s
a4a4f74118eb8821f5522010f4caa53fb29bd98c,[FIRRTL] InferDomains: Fix wire updating,circt-opt,mlir,True,firtool-1.143.0,FIRRTL,,1,False,pipeline_not_hw_terminal,,False,circt-opt '-pass-pipeline=builtin.module(firrtl.circuit(firrtl-infer-domains{mode=infer-all}))' /artefacts/probe/input.mlir,circt-opt -pass-pipeline='builtin.module(firrtl.circuit(firrtl-infer-domains{mode=infer-all}))' %s | FileCheck %s
2867b37b5415f91bcff4e48da96ec4865b6eda77,[FIRRTL] Fix mask repeat order in FlattenMemory (#10106),circt-opt,mlir,True,firtool-1.143.0,FIRRTL,,2,False,pipeline_not_hw_terminal,,False,circt-opt '-pass-pipeline=builtin.module(firrtl.circuit(firrtl.module(firrtl-flatten-memory)))' /artefacts/probe/input.mlir,circt-opt -pass-pipeline='builtin.module(firrtl.circuit(firrtl.module(firrtl-flatten-memory)))' %s | FileCheck  %s
4df5007fbcf22e2ccc099948098ab48f552f8e92,[FIRRTL] Fix LowerClasses Objects not InstanceLike (#10081),circt-opt,mlir,True,firtool-1.143.0,FIRRTL,,1,False,pipeline_not_hw_terminal,,False,circt-opt -firrtl-lower-classes /artefacts/probe/input.mlir,circt-opt -firrtl-lower-classes %s | FileCheck %s
738d5e09880f8d2635c10eaa3ceaa95f730dd7e5,"[Synth][ResourceUsage] Fix misuse of InstanceGraphNode::getModule, report truth table total count (#10078)",circt-opt,mlir,True,firtool-1.143.0,Synth,,3,False,pipeline_not_hw_terminal,,False,"circt-opt '--synth-print-resource-usage-analysis=output-file=""-""' /artefacts/probe/input.mlir","circt-opt --synth-print-resource-usage-analysis='output-file=""-""' %s | FileCheck %s"
b15ee99dbe58d6aa36f5ef2d9b937f3d7c1ac36b,[ImportVerilog] Fix signal captures in timing controls (#10067),circt-translate,sv,True,firtool-1.143.0,ImportVerilog,,2,False,entry_tool_not_hw_capable,,False,circt-translate --import-verilog /artefacts/probe/input.sv,circt-translate --import-verilog %s | FileCheck %s
838a8bb2910695c4b8b42eb0a20406c5fb6cf532,[NFC][CoreToFSM] Fix typo in error message (#10063),circt-opt,mlir,True,firtool-1.143.0,CoreToFSM,,1,False,pipeline_not_hw_terminal,,False,circt-opt -convert-core-to-fsm /artefacts/probe/input.mlir,circt-opt -convert-core-to-fsm -verify-diagnostics -split-input-file %s
c9b4ed95782c997cf2c90d5d97f4a66a8183b892,[FIRParser] Fix a failure when the number of operands are missing on format string (#10044),circt-translate,fir,True,firtool-1.143.0,FIRRTL,,1,False,entry_tool_not_hw_capable,,False,circt-translate -import-firrtl /artefacts/probe/input.fir,circt-translate -import-firrtl -verify-diagnostics --split-input-file %s
c14279dcbf73029dc470ae45d90e951fe2067c23,[circt-reduce] Fix module-port-pruner crash on ports with uses (#10040),other,mlir,True,firtool-1.143.0,FIRRTL,,1,False,entry_tool_not_hw_capable,,False,other /artefacts/probe/input.mlir --test /usr/bin/env --test-arg true --keep-best=0 --include module-port-pruner,circt-reduce %s --test /usr/bin/env --test-arg true --keep-best=0 --include module-port-pruner | FileCheck %s
60a9ebf591009ae6461ca3143dc0e1a6ba402170,[FIRRTL] Fix use-before-def in InferDomains (#10029),circt-opt,mlir,True,firtool-1.143.0,FIRRTL,,2,False,pipeline_not_hw_terminal,,False,circt-opt '-pass-pipeline=builtin.module(firrtl.circuit(firrtl-infer-domains{mode=infer-all}))' /artefacts/probe/input.mlir,circt-opt -pass-pipeline='builtin.module(firrtl.circuit(firrtl-infer-domains{mode=infer-all}))' %s | FileCheck %s
c80cfb9e29676b7ed5ea3d5e88ac7bfa7559a614,[FIRRTL][LOA] Fix bug dropping inner symbol within mapped type. (#10026),circt-opt,mlir,True,firtool-1.143.0,FIRRTL,,1,False,pipeline_not_hw_terminal,,False,circt-opt '--pass-pipeline=builtin.module(firrtl.circuit(firrtl-lower-open-aggs))' /artefacts/probe/input.mlir,"circt-opt --pass-pipeline=""builtin.module(firrtl.circuit(firrtl-lower-open-aggs))"" %s --split-input-file | FileCheck %s --implicit-check-not=openvector --implicit-check-not=openbundle --implicit-check-not=opensub"
88d9a5ad7a3a115c9a0d11b6e27467d6bb6c48fb,[InstanceGraph] Relax assertion failure condition (#10005),circt-opt,mlir,True,firtool-1.143.0,InstanceGraph.cpp,,1,False,pipeline_not_hw_terminal,,False,circt-opt --sv-trace-iverilog /artefacts/probe/input.mlir,circt-opt --sv-trace-iverilog %s -verify-diagnostics
b59eca8f1e7b280e2e3a84fadaf767bd30e64855,[HW] Fix crash on self-referential hw.wire canonicalize,circt-opt,mlir,True,firtool-1.143.0,HW,,1,False,pipeline_not_hw_terminal,,False,circt-opt '-canonicalize=top-down=true region-simplify=aggressive' /artefacts/probe/input.mlir,circt-opt -canonicalize='top-down=true region-simplify=aggressive' %s | FileCheck %s
72acea92c1d1b24a20074942662545854bb940d5,[Moore] Fix crash on self-referential AssignedVariableOp canonicalize,circt-opt,mlir,True,firtool-1.143.0,Moore,,1,False,pipeline_not_hw_terminal,,False,circt-opt --canonicalize /artefacts/probe/input.mlir,circt-opt --canonicalize %s | FileCheck %s
1625085798f39deca636471785987a853981cd4d,[ImportVerilog] Fix crash on instance with unconvertible port values,circt-translate,sv,True,firtool-1.143.0,ImportVerilog,,1,False,entry_tool_not_hw_capable,,False,circt-translate --import-verilog /artefacts/probe/input.sv,circt-translate --import-verilog --verify-diagnostics --split-input-file %s
9445def950482e9ed2d257217c7a89fb8c6d3dae,[ImportVerilog] Fix crash on array new with unsupported size expr,circt-translate,sv,True,firtool-1.143.0,ImportVerilog,,1,False,entry_tool_not_hw_capable,,False,circt-translate --import-verilog /artefacts/probe/input.sv,circt-translate --import-verilog --verify-diagnostics --split-input-file %s
b190784994203deb63d4c7dceff710161030a47e,[MooreToCore] Fix queue pop conversions bypassing rewriter,circt-opt,mlir,True,firtool-1.143.0,MooreToCore,,1,False,pipeline_not_hw_terminal,,False,circt-opt /artefacts/probe/input.mlir --convert-moore-to-core,circt-opt %s --convert-moore-to-core --verify-diagnostics | FileCheck %s
c3e2100d37ca7db24bb505a72035d811efe72584,[MooreToCore] Fix crash on class new with unsupported member types (#10001),circt-opt,mlir,True,firtool-1.143.0,MooreToCore,,1,False,pipeline_not_hw_terminal,,False,circt-opt /artefacts/probe/input.mlir --convert-moore-to-core,circt-opt %s --convert-moore-to-core --split-input-file --verify-diagnostics
b3b407b37bb255aee5cfd559dc32988b88c6e43d,[MooreToCore] Fix crash on dynamic array variable conversion (#9996),circt-opt,mlir,True,firtool-1.143.0,MooreToCore,,1,False,pipeline_not_hw_terminal,,False,circt-opt /artefacts/probe/input.mlir --convert-moore-to-core,circt-opt %s --convert-moore-to-core --split-input-file --verify-diagnostics
3ef31bc4848a6fe81a682e176ef1c8f859478454,[ImportVerilog] Fix crash on continuous assign with rise/fall delay (#9994),circt-translate,sv,True,firtool-1.143.0,ImportVerilog,,1,False,entry_tool_not_hw_capable,,False,circt-translate --import-verilog /artefacts/probe/input.sv,circt-translate --import-verilog --verify-diagnostics --split-input-file %s
d636fb5d3f01106948d850f7e8d822ce406e7a0a,[ImportVerilog] Fix crash on repeat loop with real count (#9992),circt-translate,sv,True,firtool-1.143.0,ImportVerilog,,2,False,entry_tool_not_hw_capable,,False,circt-translate --import-verilog /artefacts/probe/input.sv,circt-translate --import-verilog %s | FileCheck %s
564e07083c52f37b1e9aa4e13b734c5fd3699b1a,[Sim] Fix null dereference in StringConcatOp::fold (#9990),circt-opt,mlir,True,firtool-1.143.0,Sim,,1,False,pipeline_not_hw_terminal,,False,circt-opt /artefacts/probe/input.mlir --canonicalize,circt-opt %s --canonicalize | FileCheck --strict-whitespace %s
246aa011e7b96f71216ae05ad596468b0c9d1f9c,[ImportVerilog] Fix crash on enum traversal methods (#9988),circt-translate,sv,True,firtool-1.143.0,ImportVerilog,,1,False,entry_tool_not_hw_capable,,False,circt-translate --import-verilog /artefacts/probe/input.sv,circt-translate --import-verilog --verify-diagnostics --split-input-file %s
337c72727242ce4b646eb6e7613aa1e2e6f31f33,[ExportVerilog] Fix missing error propagation (#9976),circt-opt,mlir,True,firtool-1.143.0,ExportVerilog,,6,False,pipeline_not_hw_terminal,,False,circt-opt -export-verilog /artefacts/probe/input.mlir,not circt-opt -export-verilog %s
a069e06e7cb908cbfb7e9344448e63acfc7f4019,[ImportVerilog] Fix moore.conversion legalization failure on interface ports (#9927),circt-translate,sv,True,firtool-1.143.0,ImportVerilog,,2,False,entry_tool_not_hw_capable,,False,circt-translate --import-verilog /artefacts/probe/input.sv,circt-translate --import-verilog %s | FileCheck %s
1dfc471304be0af21f37ab428efc11bb97829375,[ImportVerilog] Fix a fork-join stmt bug (#9951),circt-translate,sv,True,firtool-1.143.0,ImportVerilog,,2,False,entry_tool_not_hw_capable,,False,circt-translate --import-verilog /artefacts/probe/input.sv,circt-translate --import-verilog %s | FileCheck %s
e915a39ed63dc80872ef69babd6a37662b4ef78a,[CoreToFSM] Fix concat-in-mux losing possible state values (#9952),circt-opt,mlir,True,firtool-1.143.0,CoreToFSM,,1,False,pipeline_not_hw_terminal,,False,circt-opt -convert-core-to-fsm /artefacts/probe/input.mlir,circt-opt -convert-core-to-fsm %s | FileCheck %s
b6dea0f9d436da460eb6ae7e8d2bc67011f605b2,[CoreToFSM] Fix guard-constant folding replacing fsm.update variable operand (#9950),circt-opt,mlir,True,firtool-1.143.0,CoreToFSM,,1,False,pipeline_not_hw_terminal,,False,circt-opt -convert-core-to-fsm /artefacts/probe/input.mlir,circt-opt -convert-core-to-fsm %s | FileCheck %s
d0cb91fbd7cc5d9e80f95b069df93a70e29d0bbf,[ImportVerilog] Fix a segmentation fault (#9894),circt-translate,sv,False,,Moore,,2,False,entry_tool_not_hw_capable,,False,circt-translate --import-verilog /artefacts/probe/input.sv,circt-translate --import-verilog %s | FileCheck %s
10ca02433451b093130b0af82c6aefd879011de8,[CoreToFSM] Fix infinite loop in GuardConditionFoldPattern on constants (#9905),circt-opt,mlir,False,,CoreToFSM,,1,False,pipeline_not_hw_terminal,,False,circt-opt -convert-core-to-fsm /artefacts/probe/input.mlir,circt-opt -convert-core-to-fsm %s | FileCheck %s
a0ce24f531570c7b4ca59403940f217c515e890c,[CoreToFSM] Fix crash on regs without resets (#9899),circt-opt,mlir,False,,CoreToFSM,,2,False,pipeline_not_hw_terminal,,False,circt-opt -convert-core-to-fsm /artefacts/probe/input.mlir,circt-opt -convert-core-to-fsm %s | FileCheck %s
01c8443a464ce672bd4cdf5962e538989ded3e9f,[ImportVerilog] Support for `disable iff` in a clocked assertion (#9875),circt-translate,sv,False,,ImportVerilog,,2,False,entry_tool_not_hw_capable,,False,circt-translate --import-verilog /artefacts/probe/input.sv,circt-translate --import-verilog %s | FileCheck %s
fb5d04cc5ab8bef5a96a3721cbda354a59c9d048,[FSMToSMT] fix initial state management (#9893),circt-opt,mlir,True,firtool-1.142.0,FSMToSMT,,1,False,pipeline_not_hw_terminal,,False,circt-opt -convert-fsm-to-smt /artefacts/probe/input.mlir,circt-opt -convert-fsm-to-smt %s | FileCheck %s
33c4c09aebddf296dcb79886b4aaf95f6c01ce4a,[Seq][RegOfVecToMem] Fix invalid address type for single element memories (#9827),circt-opt,mlir,True,firtool-1.142.0,Seq,,1,False,pipeline_not_hw_terminal,,False,circt-opt /artefacts/probe/input.mlir --seq-reg-of-vec-to-mem,circt-opt %s --seq-reg-of-vec-to-mem | FileCheck %s
a3e42c4e87c491dcc002a75d6e94eaa0b5512634,[ImportVerilog] Fix crash when using `$` in queue range selection (#9779),circt-translate,sv,True,firtool-1.142.0,ImportVerilog,,2,False,entry_tool_not_hw_capable,,False,circt-translate --import-verilog /artefacts/probe/input.sv,circt-translate --import-verilog %s | FileCheck %s
f6d9f05b820fa946321cae6fb73a29f1b97821af,[SOPBalancing] Fix non-determinism from duplicated value numbering (#9836),circt-opt,mlir,True,firtool-1.142.0,Synth,,1,False,pipeline_not_hw_terminal,,False,circt-opt '--pass-pipeline=builtin.module(hw.module(synth-sop-balancing{max-cut-input-size=6}))' /artefacts/probe/input.mlir,circt-opt --pass-pipeline='builtin.module(hw.module(synth-sop-balancing{max-cut-input-size=6}))' %s | FileCheck %s
ca876e0b68d23b0e9f99bef63550cf5d6c3e8352,[FIRRTL][Inliner] Fix NLA updates during flattening (#9810),circt-opt,mlir,True,firtool-1.142.0,FIRRTL,,1,False,pipeline_not_hw_terminal,,False,circt-opt '--pass-pipeline=builtin.module(firrtl.circuit(firrtl-inliner))' -allow-unregistered-dialect /artefacts/probe/input.mlir,circt-opt --pass-pipeline='builtin.module(firrtl.circuit(firrtl-inliner))' -allow-unregistered-dialect %s | FileCheck %s
016f7c0a1e228af443b5dbc7036a03e34ec0600a,[HWToBTOR2][NFC] Fix typo in multi-clock error (#9819),circt-opt,mlir,True,firtool-1.142.0,HWToBTOR2,,1,False,pipeline_not_hw_terminal,,False,circt-opt /artefacts/probe/input.mlir --convert-hw-to-btor2 -o /dev/null,circt-opt %s --convert-hw-to-btor2 --verify-diagnostics --split-input-file -o /dev/null
115a3111e2cef1467f957269cfa4300af06c4014,[RTG][Elaboration] Fix getUniformInRange (#9806),circt-opt,mlir,True,firtool-1.141.0,RTG,,1,False,pipeline_not_hw_terminal,,False,circt-opt --rtg-elaborate=seed=0 --mlir-print-debuginfo --mlir-print-local-scope /artefacts/probe/input.mlir,circt-opt --rtg-elaborate=seed=0 --split-input-file --verify-diagnostics --mlir-print-debuginfo --mlir-print-local-scope %s | FileCheck %s
11cc66244cebb2577997c2f42a477e836e1c700f,[Datapath] Bug Fix for Sign-Extension Logic when Lowering Partial Products to Booth Arrays (#9726) (#9744),circt-opt,mlir,True,firtool-1.141.0,DatapathToComb,,4,False,pipeline_not_hw_terminal,,False,circt-opt /artefacts/probe/input.mlir '--pass-pipeline=builtin.module(hw.module(convert-datapath-to-comb))',"circt-opt %s --pass-pipeline=""builtin.module(hw.module(convert-datapath-to-comb))"" | FileCheck %s"
